File L	File R	Perfect Match #	Perfect Match L	Perfect Match R	(L%+R%)/2	Overall Match	cf. Diss Thomas 2021
patzig_msgermfol841842_1828_46.norm.html	nn_n0171w1_1828_46.norm.html	140	8%	8%	8%	"140 (8%) L; 140 (8%) R"	
nn_oktavgfeo79_1828_51.norm.html	nn_msgermqu2345_1827_51.norm.html	132	6%	10%	8%	"132 (6%) L; 132 (10%) R"	
parthey_msgermqu1711_1828_25.norm.html	nn_oktavgfeo79_1828_25.norm.html	127	6%	10%	8%	"127 (6%) L; 127 (10%) R"	
nn_oktavgfeo79_1828_16.norm.html	nn_n0171w1_1828_16.norm.html	124	9%	7%	8%	"124 (9%) L; 124 (7%) R"	
nn_n0171w1_1828_56.norm.html	nn_msgermqu2345_1827_56.norm.html	122	5%	11%	8%	"122 (5%) L; 122 (11%) R"	
nn_oktavgfeo79_1828_7.norm.html	nn_n0171w1_1828_7.norm.html	119	9%	7%	8%	"119 (9%) L; 119 (7%) R"	
patzig_msgermfol841842_1828_24.norm.html	nn_oktavgfeo79_1828_24.norm.html	116	7%	9%	8%	"116 (7%) L; 116 (9%) R"	
patzig_msgermfol841842_1828_31.norm.html	nn_msgermqu2345_1827_31.norm.html	108	7%	9%	8%	"108 (7%) L; 108 (9%) R"	
nn_n0171w1_1828_51.norm.html	nn_msgermqu2345_1827_51.norm.html	106	8%	8%	8%	"106 (8%) L; 106 (8%) R"	
parthey_msgermqu1711_1828_44.norm.html	nn_n0171w1_1828_44.norm.html	198	7%	8%	8%	"198 (7%) L; 198 (8%) R"	
parthey_msgermqu1711_1828_4.norm.html	nn_msgermqu2124_1827_8.norm.html	193	8%	7%	8%	"193 (8%) L; 193 (7%) R"	
parthey_msgermqu1711_1828_57.norm.html	nn_n0171w1_1828_57.norm.html	186	7%	8%	8%	"186 (7%) L; 186 (8%) R"	
nn_oktavgfeo79_1828_58.norm.html	nn_n0171w1_1828_58.norm.html	184	7%	8%	8%	"184 (7%) L; 184 (8%) R"	
parthey_msgermqu1711_1828_60.norm.html	nn_n0171w1_1828_60.norm.html	184	8%	7%	8%	"184 (8%) L; 184 (7%) R"	
nn_oktavgfeo79_1828_57.norm.html	nn_n0171w1_1828_57.norm.html	171	8%	7%	8%	"171 (8%) L; 171 (7%) R"	
patzig_msgermfol841842_1828_50.norm.html	parthey_msgermqu1711_1828_50.norm.html	169	8%	7%	8%	"169 (8%) L; 169 (7%) R"	
nn_oktavgfeo79_1828_55.norm.html	nn_n0171w1_1828_55.norm.html	166	7%	8%	8%	"166 (7%) L; 166 (8%) R"	
parthey_msgermqu1711_1828_45.norm.html	nn_n0171w1_1828_45.norm.html	151	8%	7%	8%	"151 (8%) L; 151 (7%) R"	
parthey_msgermqu1711_1828_44.norm.html	nn_msgermqu2345_1827_44.norm.html	150	5%	10%	8%	"150 (5%) L; 150 (10%) R"	
parthey_msgermqu1711_1828_43.norm.html	nn_msgermqu2345_1827_43.norm.html	147	5%	10%	8%	"147 (5%) L; 147 (10%) R"	
nn_oktavgfeo79_1828_43.norm.html	nn_msgermqu2345_1827_43.norm.html	145	5%	10%	8%	"145 (5%) L; 145 (10%) R"	
parthey_msgermqu1711_1828_48.norm.html	libelt_hs6623ii_1828_48.norm.html	142	5%	10%	8%	"142 (5%) L; 142 (10%) R"	
patzig_msgermfol841842_1828_47.norm.html	nn_n0171w1_1828_47.norm.html	134	8%	7%	8%	"134 (8%) L; 134 (7%) R"	
nn_oktavgfeo79_1828_31.norm.html	nn_n0171w1_1828_31.norm.html	132	7%	8%	8%	"132 (7%) L; 132 (8%) R"	
patzig_msgermfol841842_1828_31.norm.html	nn_n0171w1_1828_31.norm.html	120	8%	7%	8%	"120 (8%) L; 120 (7%) R"	
parthey_msgermqu1711_1828_22.norm.html	nn_oktavgfeo79_1828_22.norm.html	119	5%	10%	8%	"119 (5%) L; 119 (10%) R"	
nn_oktavgfeo79_1828_26.norm.html	nn_msgermqu2345_1827_26.norm.html	118	7%	8%	8%	"118 (7%) L; 118 (8%) R"	
parthey_msgermqu1711_1828_10.norm.html	nn_n0171w1_1828_10.norm.html	115	7%	8%	8%	"115 (7%) L; 115 (8%) R"	
nn_oktavgfeo79_1828_51.norm.html	libelt_hs6623ii_1828_51.norm.html	109	5%	10%	8%	"109 (5%) L; 109 (10%) R"	
nn_oktavgfeo79_1828_28.norm.html	libelt_hs6623ii_1828_28.norm.html	108	5%	10%	8%	"108 (5%) L; 108 (10%) R"	
patzig_msgermfol841842_1828_18.norm.html	parthey_msgermqu1711_1828_18.norm.html	108	8%	7%	8%	"108 (8%) L; 108 (7%) R"	
nn_n0171w1_1828_28.norm.html	libelt_hs6623ii_1828_28.norm.html	107	5%	10%	8%	"107 (5%) L; 107 (10%) R"	
patzig_msgermfol841842_1828_17.norm.html	nn_n0171w1_1828_17.norm.html	107	7%	8%	8%	"107 (7%) L; 107 (8%) R"	
patzig_msgermfol841842_1828_25.norm.html	nn_n0171w1_1828_25.norm.html	104	8%	7%	8%	"104 (8%) L; 104 (7%) R"	
nn_oktavgfeo79_1828_36.norm.html	nn_msgermqu2345_1827_36.norm.html	214	6%	9%	8%	"214 (6%) L; 214 (9%) R"	
parthey_msgermqu1711_1828_54.norm.html	nn_n0171w1_1828_54.norm.html	164	6%	9%	8%	"164 (6%) L; 164 (9%) R"	
nn_oktavgfeo79_1828_46.norm.html	nn_n0171w1_1828_46.norm.html	156	6%	9%	8%	"156 (6%) L; 156 (9%) R"	
nn_n0171w1_1828_41.norm.html	nn_msgermqu2345_1827_41.norm.html	138	6%	9%	8%	"138 (6%) L; 138 (9%) R"	
patzig_msgermfol841842_1828_55.norm.html	parthey_msgermqu1711_1828_55.norm.html	138	9%	6%	8%	"138 (9%) L; 138 (6%) R"	
nn_oktavgfeo79_1828_28.norm.html	nn_msgermqu2345_1827_28.norm.html	137	6%	9%	8%	"137 (6%) L; 137 (9%) R"	
parthey_msgermqu1711_1828_30.norm.html	nn_oktavgfeo79_1828_30.norm.html	137	6%	9%	8%	"137 (6%) L; 137 (9%) R"	
parthey_msgermqu1711_1828_15.norm.html	nn_msgermqu2345_1827_15.norm.html	132	6%	9%	8%	"132 (6%) L; 132 (9%) R"	
parthey_msgermqu1711_1828_7.norm.html	nn_msgermqu2345_1827_7.norm.html	129	6%	9%	8%	"129 (6%) L; 129 (9%) R"	
parthey_msgermqu1711_1828_51.norm.html	libelt_hs6623ii_1828_51.norm.html	121	4%	11%	8%	"121 (4%) L; 121 (11%) R"	
patzig_msgermfol841842_1828_27.norm.html	parthey_msgermqu1711_1828_27.norm.html	113	9%	6%	8%	"113 (9%) L; 113 (6%) R"	
patzig_msgermfol841842_1828_16.norm.html	nn_n0171w1_1828_16.norm.html	109	9%	6%	8%	"109 (9%) L; 109 (6%) R"	
nn_oktavgfeo79_1828_32.norm.html	nn_msgermqu2345_1827_32.norm.html	105	6%	9%	8%	"105 (6%) L; 105 (9%) R"	
nn_oktavgfeo79_1828_11.norm.html	nn_n0171w1_1828_11.norm.html	104	9%	6%	8%	"104 (9%) L; 104 (6%) R"	
parthey_msgermqu1711_1828_10.norm.html	nn_oktavgfeo79_1828_10.norm.html	104	6%	9%	8%	"104 (6%) L; 104 (9%) R"	
patzig_msgermfol841842_1828_21.norm.html	nn_oktavgfeo79_1828_21.norm.html	102	6%	9%	8%	"102 (6%) L; 102 (9%) R"	
nn_oktavgfeo79_1828_38.norm.html	nn_msgermqu2345_1827_38.norm.html	211	7%	7%	7%	"211 (7%) L; 211 (7%) R"	
parthey_msgermqu1711_1828_38.norm.html	nn_oktavgfeo79_1828_38.norm.html	211	7%	7%	7%	"211 (7%) L; 211 (7%) R"	
patzig_msgermfol841842_1828_43.norm.html	parthey_msgermqu1711_1828_43.norm.html	200	8%	6%	7%	"200 (8%) L; 200 (6%) R"	
parthey_msgermqu1711_1828_41.norm.html	nn_oktavgfeo79_1828_41.norm.html	192	6%	8%	7%	"192 (6%) L; 192 (8%) R"	
parthey_msgermqu1711_1828_42.norm.html	nn_oktavgfeo79_1828_42.norm.html	181	6%	8%	7%	"181 (6%) L; 181 (8%) R"	
parthey_msgermqu1711_1828_43.norm.html	nn_n0171w1_1828_43.norm.html	177	6%	8%	7%	"177 (6%) L; 177 (8%) R"	
patzig_msgermfol841842_1828_43.norm.html	nn_n0171w1_1828_43.norm.html	174	7%	7%	7%	"174 (7%) L; 174 (7%) R"	
patzig_msgermfol841842_1828_44.norm.html	nn_n0171w1_1828_44.norm.html	171	7%	7%	7%	"171 (7%) L; 171 (7%) R"	
parthey_msgermqu1711_1828_26.norm.html	nn_n0171w1_1828_26.norm.html	169	5%	9%	7%	"169 (5%) L; 169 (9%) R"	
parthey_msgermqu1711_1828_28.norm.html	nn_oktavgfeo79_1828_28.norm.html	164	6%	8%	7%	"164 (6%) L; 164 (8%) R"	
nn_oktavgfeo79_1828_41.norm.html	libelt_hs6623ii_1828_41.norm.html	162	7%	7%	7%	"162 (7%) L; 162 (7%) R"	
parthey_msgermqu1711_1828_28.norm.html	nn_n0171w1_1828_28.norm.html	162	6%	8%	7%	"162 (6%) L; 162 (8%) R"	
patzig_msgermfol841842_1828_44.norm.html	nn_oktavgfeo79_1828_44.norm.html	160	6%	8%	7%	"160 (6%) L; 160 (8%) R"	
patzig_msgermfol841842_1828_58.norm.html	nn_n0171w1_1828_58.norm.html	160	7%	7%	7%	"160 (7%) L; 160 (7%) R"	
parthey_msgermqu1711_1828_14.norm.html	nn_msgermqu2124_1827_15.norm.html	156	8%	6%	7%	"156 (8%) L; 156 (6%) R"	
parthey_msgermqu1711_1828_57.norm.html	nn_oktavgfeo79_1828_57.norm.html	155	6%	8%	7%	"155 (6%) L; 155 (8%) R"	
parthey_msgermqu1711_1828_24.norm.html	libelt_hs6623ii_1828_24.norm.html	153	6%	8%	7%	"153 (6%) L; 153 (8%) R"	
nn_n0171w1_1828_50.norm.html	nn_msgermqu2345_1827_50.norm.html	150	6%	8%	7%	"150 (6%) L; 150 (8%) R"	
parthey_msgermqu1711_1828_31.norm.html	nn_n0171w1_1828_31.norm.html	144	6%	8%	7%	"144 (6%) L; 144 (8%) R"	
patzig_msgermfol841842_1828_15.norm.html	parthey_msgermqu1711_1828_15.norm.html	142	8%	6%	7%	"142 (8%) L; 142 (6%) R"	
parthey_msgermqu1711_1828_38.norm.html	nn_n0171w1_1828_38.norm.html	141	5%	9%	7%	"141 (5%) L; 141 (9%) R"	
nn_n0171w1_1828_38.norm.html	nn_msgermqu2345_1827_38.norm.html	138	9%	5%	7%	"138 (9%) L; 138 (5%) R"	
parthey_msgermqu1711_1828_47.norm.html	libelt_hs6623ii_1828_47.norm.html	138	5%	9%	7%	"138 (5%) L; 138 (9%) R"	
nn_oktavgfeo79_1828_61.norm.html	nn_n0171w1_1828_61.norm.html	134	8%	6%	7%	"134 (8%) L; 134 (6%) R"	
parthey_msgermqu1711_1828_11.norm.html	nn_n0171w1_1828_11.norm.html	133	6%	8%	7%	"133 (6%) L; 133 (8%) R"	
parthey_msgermqu1711_1828_52.norm.html	nn_oktavgfeo79_1828_52.norm.html	132	7%	7%	7%	"132 (7%) L; 132 (7%) R"	
patzig_msgermfol841842_1828_57.norm.html	parthey_msgermqu1711_1828_57.norm.html	132	9%	5%	7%	"132 (9%) L; 132 (5%) R"	
parthey_msgermqu1711_1828_23.norm.html	nn_oktavgfeo79_1828_23.norm.html	130	5%	9%	7%	"130 (5%) L; 130 (9%) R"	
parthey_msgermqu1711_1828_16.norm.html	nn_n0171w1_1828_16.norm.html	129	7%	7%	7%	"129 (7%) L; 129 (7%) R"	
patzig_msgermfol841842_1828_20.norm.html	parthey_msgermqu1711_1828_20.norm.html	128	8%	6%	7%	"128 (8%) L; 128 (6%) R"	
parthey_msgermqu1711_1828_46.norm.html	libelt_hs6623ii_1828_46.norm.html	127	5%	9%	7%	"127 (5%) L; 127 (9%) R"	
patzig_msgermfol841842_1828_41.norm.html	nn_n0171w1_1828_41.norm.html	126	8%	6%	7%	"126 (8%) L; 126 (6%) R"	
patzig_msgermfol841842_1828_13.norm.html	nn_n0171w1_1828_13.norm.html	124	7%	7%	7%	"124 (7%) L; 124 (7%) R"	
nn_oktavgfeo79_1828_40.norm.html	libelt_hs6623ii_1828_40.norm.html	123	7%	7%	7%	"123 (7%) L; 123 (7%) R"	
nn_oktavgfeo79_1828_46.norm.html	nn_msgermqu2345_1827_46.norm.html	123	5%	9%	7%	"123 (5%) L; 123 (9%) R"	
nn_n0171w1_1828_48.norm.html	nn_msgermqu2345_1827_48.norm.html	121	4%	10%	7%	"121 (4%) L; 121 (10%) R"	
nn_oktavgfeo79_1828_32.norm.html	nn_n0171w1_1828_32.norm.html	120	7%	7%	7%	"120 (7%) L; 120 (7%) R"	
parthey_msgermqu1711_1828_49.norm.html	nn_oktavgfeo79_1828_49.norm.html	118	7%	7%	7%	"118 (7%) L; 118 (7%) R"	
parthey_msgermqu1711_1828_40.norm.html	nn_n0171w1_1828_40.norm.html	117	5%	9%	7%	"117 (5%) L; 117 (9%) R"	
patzig_msgermfol841842_1828_22.norm.html	nn_n0171w1_1828_22.norm.html	117	7%	7%	7%	"117 (7%) L; 117 (7%) R"	
patzig_msgermfol841842_1828_35.norm.html	parthey_msgermqu1711_1828_35.norm.html	116	9%	5%	7%	"116 (9%) L; 116 (5%) R"	
nn_n0171w1_1828_46.norm.html	libelt_hs6623ii_1828_46.norm.html	114	6%	8%	7%	"114 (6%) L; 114 (8%) R"	
nn_oktavgfeo79_1828_50.norm.html	libelt_hs6623ii_1828_50.norm.html	112	5%	9%	7%	"112 (5%) L; 112 (9%) R"	
nn_oktavgfeo79_1828_48.norm.html	nn_msgermqu2345_1827_48.norm.html	111	4%	10%	7%	"111 (4%) L; 111 (10%) R"	
parthey_msgermqu1711_1828_22.norm.html	nn_msgermqu2345_1827_22.norm.html	110	4%	10%	7%	"110 (4%) L; 110 (10%) R"	
patzig_msgermfol841842_1828_20.norm.html	nn_n0171w1_1828_20.norm.html	110	7%	7%	7%	"110 (7%) L; 110 (7%) R"	
patzig_msgermfol841842_1828_46.norm.html	libelt_hs6623ii_1828_46.norm.html	110	6%	8%	7%	"110 (6%) L; 110 (8%) R"	
nn_oktavgfeo79_1828_13.norm.html	nn_n0171w1_1828_13.norm.html	107	8%	6%	7%	"107 (8%) L; 107 (6%) R"	
nn_n0171w1_1828_40.norm.html	libelt_hs6623ii_1828_40.norm.html	104	8%	6%	7%	"104 (8%) L; 104 (6%) R"	
nn_oktavgfeo79_1828_13.norm.html	nn_msgermqu2345_1827_13.norm.html	102	7%	7%	7%	"102 (7%) L; 102 (7%) R"	
parthey_msgermqu1711_1828_19.norm.html	nn_n0171w1_1828_19.norm.html	100	6%	8%	7%	"100 (6%) L; 100 (8%) R"	
parthey_msgermqu1711_1828_53.norm.html	nn_n0171w1_1828_53.norm.html	199	6%	7%	7%	"199 (6%) L; 199 (7%) R"	
parthey_msgermqu1711_1828_43.norm.html	nn_oktavgfeo79_1828_43.norm.html	198	6%	7%	7%	"198 (6%) L; 198 (7%) R"	
parthey_msgermqu1711_1828_41.norm.html	libelt_hs6623ii_1828_41.norm.html	184	5%	8%	7%	"184 (5%) L; 184 (8%) R"	
nn_oktavgfeo79_1828_59.norm.html	nn_n0171w1_1828_59.norm.html	165	7%	6%	7%	"165 (7%) L; 165 (6%) R"	
patzig_msgermfol841842_1828_58.norm.html	parthey_msgermqu1711_1828_58.norm.html	160	7%	6%	7%	"160 (7%) L; 160 (6%) R"	
parthey_msgermqu1711_1828_47.norm.html	nn_oktavgfeo79_1828_47.norm.html	151	6%	7%	7%	"151 (6%) L; 151 (7%) R"	
parthey_msgermqu1711_1828_55.norm.html	nn_n0171w1_1828_55.norm.html	151	6%	7%	7%	"151 (6%) L; 151 (7%) R"	
patzig_msgermfol841842_1828_15.norm.html	nn_n0171w1_1828_15.norm.html	149	8%	5%	7%	"149 (8%) L; 149 (5%) R"	
parthey_msgermqu1711_1828_47.norm.html	nn_n0171w1_1828_47.norm.html	146	6%	7%	7%	"146 (6%) L; 146 (7%) R"	
patzig_msgermfol841842_1828_50.norm.html	nn_oktavgfeo79_1828_50.norm.html	144	6%	7%	7%	"144 (6%) L; 144 (7%) R"	
nn_n0171w1_1828_43.norm.html	libelt_hs6623ii_1828_43.norm.html	138	6%	7%	7%	"138 (6%) L; 138 (7%) R"	
patzig_msgermfol841842_1828_34.norm.html	nn_oktavgfeo79_1828_34.norm.html	136	7%	6%	7%	"136 (7%) L; 136 (6%) R"	
patzig_msgermfol841842_1828_46.norm.html	nn_oktavgfeo79_1828_46.norm.html	134	8%	5%	7%	"134 (8%) L; 134 (5%) R"	
patzig_msgermfol841842_1828_60.norm.html	nn_oktavgfeo79_1828_60.norm.html	133	8%	5%	7%	"133 (8%) L; 133 (5%) R"	
parthey_msgermqu1711_1828_41.norm.html	nn_msgermqu2345_1827_41.norm.html	129	4%	9%	7%	"129 (4%) L; 129 (9%) R"	
nn_oktavgfeo79_1828_34.norm.html	nn_n0171w1_1828_34.norm.html	128	6%	7%	7%	"128 (6%) L; 128 (7%) R"	
patzig_msgermfol841842_1828_50.norm.html	nn_msgermqu2345_1827_50.norm.html	127	6%	7%	7%	"127 (6%) L; 127 (7%) R"	
nn_n0171w1_1828_34.norm.html	libelt_hs6623ii_1828_34.norm.html	123	6%	7%	7%	"123 (6%) L; 123 (7%) R"	
patzig_msgermfol841842_1828_43.norm.html	nn_msgermqu2345_1827_43.norm.html	122	5%	8%	7%	"122 (5%) L; 122 (8%) R"	
patzig_msgermfol841842_1828_24.norm.html	libelt_hs6623ii_1828_24.norm.html	121	7%	6%	7%	"121 (7%) L; 121 (6%) R"	
nn_oktavgfeo79_1828_46.norm.html	libelt_hs6623ii_1828_46.norm.html	118	4%	9%	7%	"118 (4%) L; 118 (9%) R"	
patzig_msgermfol841842_1828_41.norm.html	nn_oktavgfeo79_1828_41.norm.html	116	8%	5%	7%	"116 (8%) L; 116 (5%) R"	
nn_oktavgfeo79_1828_44.norm.html	nn_msgermqu2345_1827_44.norm.html	110	5%	8%	7%	"110 (5%) L; 110 (8%) R"	
nn_n0171w1_1828_53.norm.html	nn_msgermqu2345_1827_53.norm.html	109	4%	9%	7%	"109 (4%) L; 109 (9%) R"	
nn_oktavgfeo79_1828_33.norm.html	nn_n0171w1_1828_33.norm.html	109	6%	7%	7%	"109 (6%) L; 109 (7%) R"	
nn_oktavgfeo79_1828_49.norm.html	nn_msgermqu2345_1827_49.norm.html	108	6%	7%	7%	"108 (6%) L; 108 (7%) R"	
patzig_msgermfol841842_1828_30.norm.html	nn_n0171w1_1828_30.norm.html	107	7%	6%	7%	"107 (7%) L; 107 (6%) R"	
nn_msgermqu2345_1827_25.norm.html	libelt_hs6623ii_1828_25.norm.html	106	5%	8%	7%	"106 (5%) L; 106 (8%) R"	
nn_n0171w1_1828_38.norm.html	libelt_hs6623ii_1828_38.norm.html	105	7%	6%	7%	"105 (7%) L; 105 (6%) R"	
parthey_msgermqu1711_1828_7.norm.html	nn_oktavgfeo79_1828_7.norm.html	105	5%	8%	7%	"105 (5%) L; 105 (8%) R"	
nn_oktavgfeo79_1828_8.norm.html	nn_n0171w1_1828_8.norm.html	104	7%	6%	7%	"104 (7%) L; 104 (6%) R"	
patzig_msgermfol841842_1828_40.norm.html	nn_oktavgfeo79_1828_40.norm.html	101	8%	5%	7%	"101 (8%) L; 101 (5%) R"	
patzig_msgermfol841842_1828_53.norm.html	parthey_msgermqu1711_1828_53.norm.html	160	7%	5%	6%	"160 (7%) L; 160 (5%) R"	
nn_oktavgfeo79_1828_50.norm.html	nn_oktavgfeo79_1828_38.norm.html	153	7%	5%	6%	"153 (7%) L; 153 (5%) R"	
parthey_msgermqu1711_1828_5.norm.html	nn_msgermqu2124_1827_12.norm.html	146	7%	5%	6%	"146 (7%) L; 146 (5%) R"	
parthey_msgermqu1711_1828_39.norm.html	nn_oktavgfeo79_1828_39.norm.html	140	5%	7%	6%	"140 (5%) L; 140 (7%) R"	
parthey_msgermqu1711_1828_44.norm.html	nn_oktavgfeo79_1828_44.norm.html	137	5%	7%	6%	"137 (5%) L; 137 (7%) R"	
patzig_msgermfol841842_1828_43.norm.html	libelt_hs6623ii_1828_43.norm.html	131	5%	7%	6%	"131 (5%) L; 131 (7%) R"	
patzig_msgermfol841842_1828_56.norm.html	parthey_msgermqu1711_1828_56.norm.html	126	7%	5%	6%	"126 (7%) L; 126 (5%) R"	
parthey_msgermqu1711_1828_23.norm.html	nn_n0171w1_1828_23.norm.html	122	5%	7%	6%	"122 (5%) L; 122 (7%) R"	
parthey_msgermqu1711_1828_15.norm.html	nn_oktavgfeo79_1828_15.norm.html	120	5%	7%	6%	"120 (5%) L; 120 (7%) R"	
patzig_msgermfol841842_1828_55.norm.html	nn_n0171w1_1828_55.norm.html	112	7%	5%	6%	"112 (7%) L; 112 (5%) R"	
patzig_msgermfol841842_1828_39.norm.html	nn_oktavgfeo79_1828_39.norm.html	109	7%	5%	6%	"109 (7%) L; 109 (5%) R"	
nn_oktavgfeo79_1828_41.norm.html	nn_msgermqu2345_1827_41.norm.html	108	5%	7%	6%	"108 (5%) L; 108 (7%) R"	
patzig_msgermfol841842_1828_57.norm.html	nn_n0171w1_1828_57.norm.html	108	7%	5%	6%	"108 (7%) L; 108 (5%) R"	
nn_oktavgfeo79_1828_45.norm.html	nn_msgermqu2345_1827_45.norm.html	102	2%	10%	6%	"102 (2%) L; 102 (10%) R"	
parthey_msgermqu1711_1828_13.norm.html	nn_oktavgfeo79_1828_13.norm.html	100	5%	7%	6%	"100 (5%) L; 100 (7%) R"	
patzig_msgermfol841842_1828_11.norm.html	parthey_msgermqu1711_1828_11.norm.html	100	7%	5%	6%	"100 (7%) L; 100 (5%) R"	
parthey_msgermqu1711_1828_53.norm.html	nn_oktavgfeo79_1828_53.norm.html	180	6%	6%	6%	"180 (6%) L; 180 (6%) R"	
nn_oktavgfeo79_1828_45.norm.html	nn_n0171w1_1828_45.norm.html	172	4%	8%	6%	"172 (4%) L; 172 (8%) R"	
parthey_msgermqu1711_1828_60.norm.html	nn_oktavgfeo79_1828_60.norm.html	156	6%	6%	6%	"156 (6%) L; 156 (6%) R"	
nn_n0171w1_1828_44.norm.html	libelt_hs6623ii_1828_44.norm.html	150	6%	6%	6%	"150 (6%) L; 150 (6%) R"	
parthey_msgermqu1711_1828_56.norm.html	nn_oktavgfeo79_1828_56.norm.html	149	6%	6%	6%	"149 (6%) L; 149 (6%) R"	
parthey_msgermqu1711_1828_58.norm.html	nn_oktavgfeo79_1828_58.norm.html	149	6%	6%	6%	"149 (6%) L; 149 (6%) R"	
parthey_msgermqu1711_1828_46.norm.html	nn_oktavgfeo79_1828_46.norm.html	143	6%	6%	6%	"143 (6%) L; 143 (6%) R"	
parthey_msgermqu1711_1828_26.norm.html	nn_oktavgfeo79_1828_26.norm.html	137	4%	8%	6%	"137 (4%) L; 137 (8%) R"	
parthey_msgermqu1711_1828_38.norm.html	libelt_hs6623ii_1828_38.norm.html	132	4%	8%	6%	"132 (4%) L; 132 (8%) R"	
nn_n0171w1_1828_39.norm.html	nn_msgermqu2345_1827_39.norm.html	129	8%	4%	6%	"129 (8%) L; 129 (4%) R"	
patzig_msgermfol841842_1828_41.norm.html	parthey_msgermqu1711_1828_41.norm.html	128	8%	4%	6%	"128 (8%) L; 128 (4%) R"	
nn_n0171w1_1828_48.norm.html	libelt_hs6623ii_1828_48.norm.html	117	4%	8%	6%	"117 (4%) L; 117 (8%) R"	
patzig_msgermfol841842_1828_44.norm.html	nn_msgermqu2345_1827_44.norm.html	117	4%	8%	6%	"117 (4%) L; 117 (8%) R"	
nn_oktavgfeo79_1828_26.norm.html	nn_n0171w1_1828_26.norm.html	105	6%	6%	6%	"105 (6%) L; 105 (6%) R"	
parthey_msgermqu1711_1828_53.norm.html	nn_msgermqu2345_1827_53.norm.html	104	3%	9%	6%	"104 (3%) L; 104 (9%) R"	
patzig_msgermfol841842_1828_39.norm.html	nn_n0171w1_1828_39.norm.html	102	6%	6%	6%	"102 (6%) L; 102 (6%) R"	
parthey_msgermqu1711_1828_26.norm.html	libelt_hs6623ii_1828_26.norm.html	146	4%	7%	6%	"146 (4%) L; 146 (7%) R"	
parthey_msgermqu1711_1828_43.norm.html	libelt_hs6623ii_1828_43.norm.html	144	4%	7%	6%	"144 (4%) L; 144 (7%) R"	
patzig_msgermfol841842_1828_34.norm.html	parthey_msgermqu1711_1828_34.norm.html	139	7%	4%	6%	"139 (7%) L; 139 (4%) R"	
patzig_msgermfol841842_1828_34.norm.html	nn_msgermqu2345_1827_34.norm.html	133	7%	4%	6%	"133 (7%) L; 133 (4%) R"	
parthey_msgermqu1711_1828_34.norm.html	nn_n0171w1_1828_34.norm.html	128	4%	7%	6%	"128 (4%) L; 128 (7%) R"	
nn_n0171w1_1828_34.norm.html	nn_msgermqu2345_1827_34.norm.html	125	7%	4%	6%	"125 (7%) L; 125 (4%) R"	
nn_msgermqu2345_1827_38.norm.html	libelt_hs6623ii_1828_38.norm.html	118	4%	7%	6%	"118 (4%) L; 118 (7%) R"	
nn_oktavgfeo79_1828_15.norm.html	nn_n0171w1_1828_15.norm.html	117	7%	4%	6%	"117 (7%) L; 117 (4%) R"	
patzig_msgermfol841842_1828_39.norm.html	parthey_msgermqu1711_1828_39.norm.html	113	7%	4%	6%	"113 (7%) L; 113 (4%) R"	
patzig_msgermfol841842_1828_59.norm.html	parthey_msgermqu1711_1828_59.norm.html	107	7%	4%	6%	"107 (7%) L; 107 (4%) R"	
parthey_msgermqu1711_1828_36.norm.html	nn_n0171w1_1828_36.norm.html	100	4%	7%	6%	"100 (4%) L; 100 (7%) R"	
patzig_msgermfol841842_1828_44.norm.html	parthey_msgermqu1711_1828_44.norm.html	160	6%	5%	6%	"160 (6%) L; 160 (5%) R"	
parthey_msgermqu1711_1828_59.norm.html	nn_n0171w1_1828_59.norm.html	150	6%	5%	6%	"150 (6%) L; 150 (5%) R"	
nn_n0171w1_1828_59.norm.html	nn_n0171w1_1828_57.norm.html	135	5%	6%	6%	"135 (5%) L; 135 (6%) R"	
patzig_msgermfol841842_1828_53.norm.html	nn_n0171w1_1828_53.norm.html	132	6%	5%	6%	"132 (6%) L; 132 (5%) R"	
nn_oktavgfeo79_1828_50.norm.html	nn_msgermqu2124_1827_7.norm.html	130	6%	5%	6%	"130 (6%) L; 130 (5%) R"	
patzig_msgermfol841842_1828_48.norm.html	nn_oktavgfeo79_1828_48.norm.html	129	6%	5%	6%	"129 (6%) L; 129 (5%) R"	
parthey_msgermqu1711_1828_35.norm.html	nn_oktavgfeo79_1828_35.norm.html	126	5%	6%	6%	"126 (5%) L; 126 (6%) R"	
nn_oktavgfeo79_1828_62.norm.html	nn_n0171w1_1828_62.norm.html	119	6%	5%	6%	"119 (6%) L; 119 (5%) R"	
parthey_msgermqu1711_1828_40.norm.html	nn_oktavgfeo79_1828_40.norm.html	116	5%	6%	6%	"116 (5%) L; 116 (6%) R"	
nn_oktavgfeo79_1828_54.norm.html	nn_n0171w1_1828_54.norm.html	115	5%	6%	6%	"115 (5%) L; 115 (6%) R"	
libelt_hs6623ii_1828_43.norm.html	libelt_hs6623ii_1828_42.norm.html	112	6%	5%	6%	"112 (6%) L; 112 (5%) R"	
nn_oktavgfeo79_1828_53.norm.html	nn_n0171w1_1828_53.norm.html	150	5%	5%	5%	"150 (5%) L; 150 (5%) R"	
nn_oktavgfeo79_1828_34.norm.html	nn_msgermqu2345_1827_34.norm.html	142	6%	4%	5%	"142 (6%) L; 142 (4%) R"	
parthey_msgermqu1711_1828_34.norm.html	nn_oktavgfeo79_1828_34.norm.html	139	4%	6%	5%	"139 (4%) L; 139 (6%) R"	
